Elevation,Aspect,Slope,H_Hydrology,V_Hydrology,H_Ignition,Cover
3109,26,7,30,-3,2962,3
2936,100,13,300,20,2012,2
2875,331,15,277,43,2402,2
2878,273,20,134,61,738,2
2856,66,14,371,36,2905,2
2976,211,7,509,45,1022,2
2747,9,6,150,22,2182,2
2703,47,8,319,1,1813,3
3073,99,20,216,-12,2624,2
2932,93,9,124,16,342,2
2889,323,24,277,43,2315,2
3146,85,9,192,33,3099,3
2651,64,9,127,3,1559,2
2942,170,12,323,-45,2051,2
2534,108,2,247,13,1395,2
2774,10,7,306,39,2621,2
2732,43,9,0,0,2455,2
2916,228,12,67,7,1507,2
2744,118,18,42,13,2334,2
2711,171,6,108,9,1803,3
3021,68,8,201,26,2493,3
3032,87,12,277,71,671,2
2904,53,26,30,9,256,2
2866,122,6,242,46,2730,2
2539,24,6,120,-3,1208,2
2895,357,13,60,10,514,3
2903,146,10,443,42,2219,2
3086,123,10,319,36,2970,3
3083,45,5,256,49,2850,3
2924,9,6,255,50,1855,2
2740,56,15,162,10,2151,2
3109,60,16,319,55,3031,3
2935,7,16,67,22,457,2
2914,104,4,391,41,1995,2
2686,45,2,0,0,1383,3
2564,44,18,67,21,1052,2
3010,203,16,484,159,760,2
2753,111,6,90,-3,2791,2
2719,6,5,67,-3,1848,3
2699,45,1,60,4,1510,3
2925,82,5,424,51,1948,2
2821,102,13,242,60,3013,3
2754,101,11,85,19,2148,2
2693,5,12,120,0,1383,2
2674,344,7,234,-2,1116,2
3178,83,6,306,46,3398,3
2826,76,13,234,55,2970,3
2725,95,8,0,0,2026,3
2961,97,20,150,47,1218,2
2939,88,7,342,57,1812,2
2761,181,10,42,4,3019,2
2764,148,6,175,20,2307,2
2971,322,22,361,158,258,2
2992,355,8,67,0,589,3
2525,80,7,67,-8,916,3
2750,60,4,0,0,2976,2
2742,345,7,30,2,2033,3
2695,15,7,285,1,1104,2
2993,346,10,300,16,175,2
2972,0,16,210,20,2112,2
2931,30,14,391,50,2093,2
2868,188,2,108,14,2470,2
2976,252,3,212,95,900,2
2926,67,12,324,45,2093,2
2853,293,9,42,9,2329,3
2719,126,11,277,-10,1302,2
2624,109,14,127,14,655,2
2985,90,9,295,53,1900,2
2909,77,10,120,6,1499,2
2911,130,30,108,52,811,2
2780,357,14,85,13,2952,2
2854,338,7,0,0,703,2
2856,2,14,0,0,684,2
2997,315,5,30,1,573,3
3152,65,9,120,13,3526,3
2945,76,10,175,42,1717,2
2821,63,14,30,-4,2704,3
3002,166,4,258,22,120,2
3030,81,14,85,22,408,3
3041,125,13,323,76,2308,2
2878,339,20,30,15,872,2
2770,51,12,120,7,1652,2
2733,89,15,582,20,900,2
3159,62,15,150,20,3518,3
3123,94,12,342,33,2758,3
2673,69,14,240,56,553,2
2787,99,9,30,2,2136,3
2544,86,7,247,-16,531,2
3162,55,10,190,23,3501,2
2998,151,24,124,39,2117,2
2972,37,7,90,16,920,2
2859,113,5,42,-1,2250,3
2851,43,17,255,37,2771,2
2601,48,11,162,-18,342,2
2814,5,9,201,48,1884,2
3025,96,7,234,17,726,2
2955,3,13,42,3,2039,2
2869,325,15,120,13,2310,3
3067,133,11,242,43,2771,3
2905,248,3,95,11,1490,2
3001,17,6,323,43,1371,2
2712,72,12,391,88,560,2
3050,72,10,124,26,2719,3
2882,37,10,0,0,1040,2
2962,108,9,150,4,1320,2
2762,357,9,658,1,900,2
3041,144,12,60,4,2781,3
2984,132,11,153,26,1245,2
3090,131,14,124,46,2986,3
3008,356,16,42,7,2549,3
2900,66,17,42,6,1116,2
3014,234,21,285,115,834,2
2898,254,7,30,6,1552,1
2898,114,3,60,4,1533,1
2834,32,15,247,36,1561,2
2780,96,5,582,21,902,2
2896,276,7,30,5,1575,1
2898,352,3,60,6,1556,1
2838,322,14,85,22,2252,3
2802,91,11,540,18,1084,2
2891,292,8,0,0,1617,1
2902,342,3,67,4,1560,1
2853,39,10,350,55,1834,2
3025,194,15,342,112,1396,2
2960,104,20,150,41,1663,2
2932,113,15,85,19,1734,2
2896,351,8,30,3,1702,1
2905,353,8,42,-3,1590,1
2921,258,20,108,8,1539,1
3046,335,15,134,31,1055,3
2752,68,11,418,65,626,2
2904,9,13,30,5,1687,1
2906,87,10,212,42,2513,2
2756,81,10,420,5,664,2
2666,63,14,212,19,228,2
2654,78,11,272,7,258,2
2975,354,40,474,0,2250,2
3131,318,13,618,85,872,2
2913,321,16,95,14,1771,1
2908,198,2,30,1,1689,1
2910,266,4,42,2,1673,1
2770,68,3,330,11,808,2
2914,113,11,0,0,1747,1
2905,329,1,30,-3,1714,1
2917,280,11,108,4,1667,1
2924,270,10,134,11,1652,1
2987,236,21,365,74,1537,2
2999,347,13,150,21,966,2
2878,290,12,218,55,2244,3
2915,297,5,108,1,1860,1
2918,310,11,124,10,1693,1
2925,205,5,175,12,1664,1
2942,5,11,60,3,1745,2
2918,8,7,85,3,1884,1
2931,267,16,242,18,1664,1
2997,351,6,42,-2,1302,2
3037,346,13,418,0,2696,2
2929,75,15,95,14,1926,1
3174,350,13,700,66,1050,2
3082,79,2,212,32,816,2
2841,96,5,295,57,1558,2
2928,294,6,216,21,1744,1
2939,288,10,268,26,1718,1
3103,356,12,134,10,3237,3
3096,73,11,192,13,3133,3
3064,59,8,319,0,2980,3
2917,50,11,30,2,1939,1
2920,295,9,42,5,1889,1
2935,32,12,162,26,1812,1
3129,38,11,190,36,3489,3
2924,53,14,0,0,1964,1
2929,302,16,85,14,1899,1
2936,22,11,201,27,1825,1
2938,0,5,277,29,1785,1
3004,273,14,301,93,1237,2
3168,203,6,700,60,1140,2
3130,110,12,421,51,1172,2
2775,191,9,134,-11,1140,2
2744,81,11,170,25,642,2
2698,71,14,30,8,564,2
2927,68,11,0,0,1989,1
2941,16,8,216,27,1852,1
2942,350,9,242,33,1838,1
3112,133,12,210,33,999,2
2931,114,6,30,4,2030,1
2944,0,10,218,9,1878,1
2948,1,15,277,39,1852,1
3038,13,9,376,58,641,2
2953,13,18,182,18,1919,1
2954,344,16,242,19,1892,1
2959,358,17,361,24,1804,1
2980,66,15,175,-20,1369,2
2749,169,4,30,-2,828,2
2943,282,13,60,8,2002,1
2969,2,17,330,34,1847,1
3156,84,16,458,48,1195,2
3060,95,22,454,136,2359,2
2976,348,13,300,41,1889,1
2948,79,15,120,24,1608,3
2851,323,11,170,5,2518,3
2937,325,4,30,1,2084,1
3104,50,11,150,11,882,2
2753,75,5,30,-1,976,2
2666,132,12,42,1,690,2
2955,26,8,124,5,2205,1
2953,19,9,67,3,2172,1
3129,44,13,722,65,2896,2
2996,34,11,400,61,1889,3
2859,125,18,127,28,2173,2
2979,265,10,242,44,2037,3
2955,86,9,258,41,2142,2
2948,310,8,60,-1,2188,1
3146,84,7,306,38,1036,2
2683,98,18,67,14,812,2
3159,346,12,642,102,2779,2
2952,54,4,85,0,2290,1
2950,328,9,30,8,2229,1
2953,323,9,60,8,2215,1
2861,164,9,180,30,2290,2
3165,343,13,649,72,3158,3
2952,27,5,67,0,2315,1
2954,38,5,30,6,2285,1
2952,280,4,30,4,2255,1
2957,270,5,60,15,2241,1
2957,255,3,90,12,2227,1
3188,101,8,547,95,3439,3
2955,27,8,42,-3,2341,1
2951,84,2,0,0,2296,1
3111,98,8,90,3,808,2
2952,55,4,30,0,2322,1
2953,270,1,42,2,2308,1
3121,316,16,127,20,577,2
2855,54,19,180,45,1765,2
2746,43,16,60,-1,1008,2
3124,109,11,218,16,902,2
2963,300,8,201,21,2249,3
3112,338,8,95,5,664,3
2926,18,10,242,41,2648,2
2811,114,8,330,44,1400,2
2656,72,15,182,21,1006,2
3064,117,20,134,49,277,3
3014,326,9,30,5,541,3
2917,317,12,108,10,2435,2
3031,234,11,295,94,1774,3
3138,313,13,216,31,553,2
3098,112,9,272,33,120,2
3032,349,10,127,21,612,3
2982,10,18,30,7,2538,3
3032,339,14,95,23,518,3
2896,72,16,319,44,2726,2
2846,135,2,0,0,2349,3
2995,39,18,0,0,2609,3
2795,144,11,258,16,1471,2
2955,141,10,124,9,2147,3
3132,48,7,324,25,841,3
3241,202,12,277,50,3204,3
3057,86,20,42,13,2779,3
2977,95,10,309,18,2447,3
2976,87,8,210,31,1920,2
2755,45,9,108,0,1290,2
3160,209,10,295,60,277,2
2954,45,9,67,9,2071,2
2780,352,2,30,1,1451,2
2940,90,4,30,0,2188,3
2943,169,1,60,-2,2147,3
3099,290,21,604,160,1533,3
2895,327,15,212,55,2313,2
2779,15,7,0,0,1436,2
2595,37,18,218,51,1357,2
2951,112,7,60,9,2259,3
3005,259,16,324,60,1864,3
3035,352,7,42,2,789,3
3113,77,16,30,10,2987,3
3083,357,20,127,39,2843,3
3049,268,18,537,112,1660,3
3144,62,4,313,44,376,3
3049,241,2,469,29,1273,2
3170,14,12,524,63,808,3
3054,63,5,323,30,1071,3
3052,311,14,85,11,816,3
2977,346,10,210,29,2143,2
2827,71,19,124,25,1894,2
2801,8,15,108,19,1584,2
2653,89,20,417,109,1465,2
3185,169,8,42,-2,3308,3
3105,350,7,90,12,285,3
2922,103,18,182,47,2624,3
2979,87,5,120,25,2490,3
3167,15,7,408,29,541,3
2898,196,6,350,65,2252,2
3157,240,11,830,50,1245,2
2814,355,13,95,18,1848,2
3221,135,2,371,30,3693,3
3073,78,8,330,38,1092,3
3013,77,25,277,46,2755,2
2959,239,8,30,1,2353,2
2978,261,17,277,16,1921,2
2876,116,9,162,28,2334,2
3166,230,7,771,22,1167,2
2763,83,14,430,13,1727,2
2965,352,3,180,3,2023,2
3025,62,16,484,58,1398,3
2683,89,13,190,13,1790,2
2865,180,11,95,12,2483,2
2980,59,8,212,13,1682,2
2861,159,7,124,11,2588,2
2679,66,11,108,9,1879,2
3137,247,7,702,130,1437,2
2970,73,13,150,3,1733,2
2928,346,12,0,0,2534,2
2975,108,1,30,0,2287,3
2986,295,10,190,9,1950,3
2717,72,12,85,9,1982,2
3157,146,5,216,12,811,3
2978,315,6,67,-2,2458,3
2954,53,7,42,0,2262,2
3105,341,14,127,10,1129,3
3109,261,12,659,102,1524,2
3107,293,5,182,12,1132,3
2958,34,7,30,0,2067,2
2668,64,13,162,-24,2185,2
3114,283,6,240,19,1199,3
3001,57,18,180,28,1864,3
2963,53,9,0,0,2058,2
3005,301,1,42,0,2125,3
3008,117,3,30,2,2644,2
3118,176,13,426,23,1429,3
3020,20,18,300,78,2590,2
2946,309,23,210,74,2536,2
2893,127,9,175,20,2496,2
3106,50,7,485,11,1473,3
2942,356,7,67,13,2596,2
2941,32,4,108,12,2574,2
3066,179,12,283,36,1803,3
3052,115,14,127,32,1956,2
3183,37,14,560,88,1405,3
3014,101,8,30,4,2413,3
3048,260,11,258,24,1973,2
2960,84,10,30,5,2579,3
2929,282,12,134,41,2321,2
3042,274,8,201,17,2036,2
2908,14,12,124,8,2190,2
2881,59,12,228,10,2258,2
2888,55,9,234,9,2220,2
2782,42,6,443,-15,2634,2
3246,80,7,680,98,1565,3
3218,111,8,558,70,1589,3
3145,245,16,446,84,1812,2
2976,30,11,30,9,2508,3
3184,109,10,402,36,1710,3
2788,77,9,524,71,2554,2
3035,98,16,192,25,2616,2
3002,358,7,30,4,2405,2
2944,111,8,210,15,1871,2
2789,57,8,400,56,2484,2
3079,57,8,0,0,2140,3
3112,63,23,408,97,3084,3
3061,276,5,42,1,2207,2
3017,17,11,108,14,2317,2
2808,139,14,300,6,2275,2
3289,251,10,812,141,1958,2
2943,82,3,30,-1,1634,3
2904,137,10,108,0,1883,2
3152,69,11,60,4,2164,2
3221,226,13,607,151,2136,2
3027,18,5,242,4,1734,2
2813,117,13,90,11,2038,2
3105,66,8,297,30,3055,3
3226,41,15,531,49,3571,3
2952,0,4,30,2,1471,3
3168,250,18,430,98,2285,2
3173,58,16,212,25,2300,2
3156,30,11,210,8,2325,2
3038,40,7,218,26,1689,3
2869,62,15,192,25,1674,3
2747,4,13,95,12,2347,2
2722,8,19,134,17,2598,2
3079,0,6,283,14,2646,3
3121,55,10,85,-1,2617,2
3171,215,13,499,94,2372,2
3007,16,7,297,5,1302,3
3080,315,16,150,22,2930,3
3215,41,10,408,67,2454,2
3102,95,11,240,27,3271,3
3121,243,7,234,48,2518,2
3236,63,5,553,88,2445,2
3072,53,7,108,8,2675,3
3056,0,3,247,11,1513,2
3018,15,5,300,7,1233,2
3058,13,4,60,1,1634,2
3091,59,13,182,16,3300,3
3291,27,10,691,30,3844,3
3087,52,17,85,20,2763,3
3033,45,7,175,25,1057,3
2827,330,18,404,86,2321,2
3074,53,11,67,5,2771,3
3157,79,8,212,2,2791,2
3018,33,7,134,10,1031,3
2962,100,18,242,74,1140,2
3155,359,12,390,46,3022,3
3123,42,13,323,59,2912,3
3094,352,5,134,2,3187,3
2861,0,4,0,0,1337,3
3122,52,11,300,57,2943,3
3041,63,4,283,33,908,3
2877,342,13,450,131,2285,2
2728,88,14,240,40,2424,1
2714,73,19,212,36,2376,1
3145,42,18,384,80,3022,3
2717,70,18,218,43,2358,1
2751,76,17,313,63,2463,1
2711,67,20,201,37,2316,1
2695,54,13,150,20,2268,1
2686,41,9,90,12,2221,1
3095,13,8,95,8,1498,3
2738,77,11,323,60,2396,1
2733,58,9,295,59,2372,1
2895,30,10,30,0,1041,3
2710,63,17,190,36,2256,1
3121,288,8,127,0,3304,3
3140,265,14,283,39,2902,2
2868,72,20,30,15,1758,3
2741,64,11,342,67,2363,1
2920,355,10,210,92,1967,2
2744,60,13,351,70,2347,1
2703,55,11,120,35,2148,1
3116,45,9,153,32,3066,3
2807,62,22,485,119,2460,2
2748,61,15,360,74,2331,1
2743,64,10,330,68,2306,1
2739,71,13,300,65,2264,1
2709,59,11,120,43,2114,1
3170,310,4,108,4,2685,3
3156,88,6,450,22,2021,2
2938,1,11,30,3,774,3
2916,27,8,371,99,2078,2
2779,64,23,420,105,2352,1
2720,54,10,180,57,2147,1
3126,34,16,85,11,3524,3
3212,258,21,277,73,3329,3
3101,322,3,0,0,3089,2
2785,59,24,421,110,2337,1
2774,58,23,391,100,2311,1
2756,52,20,331,91,2259,1
2723,53,10,182,57,2131,1
2708,67,16,95,37,2055,1
2960,303,20,256,52,966,2
2817,64,24,484,143,2375,1
2754,50,24,306,86,2218,1
2731,51,12,218,65,2140,1
2722,57,10,162,52,2089,1
2717,62,11,134,46,2064,1
3206,106,6,170,15,3154,2
2850,61,20,577,176,2442,1
2774,45,22,342,106,2229,1
2763,54,25,313,95,2203,1
2729,57,11,201,59,2099,1
2715,55,12,127,38,2022,1
3112,253,10,108,4,3152,2
2758,61,24,295,92,2162,1
2747,62,21,268,79,2136,1
2714,38,11,124,41,1981,1
3154,54,15,361,67,3302,3
3111,261,9,95,3,3182,2
3212,135,8,218,21,3196,2
3178,93,13,551,42,2154,2
2719,54,6,134,46,1965,1
3161,315,12,90,22,3556,3
3108,56,5,30,2,3260,2
3155,111,7,395,21,1995,2
2871,67,22,600,197,2391,1
2835,81,17,524,169,2309,1
2809,75,16,443,146,2227,1
3191,81,5,457,15,2224,2
2915,146,15,42,10,1376,2
2799,60,13,408,129,2160,1
2751,72,24,301,74,2053,1
2731,73,14,212,60,1973,1
2748,46,18,277,75,2012,1
2741,49,17,247,70,1986,1
2725,65,18,190,46,1932,1
2709,77,14,134,29,1879,1
3212,198,6,459,21,3132,2
2822,41,19,488,152,2190,1
2806,40,22,400,129,2108,1
2765,53,29,313,92,2026,1
2750,41,22,256,71,1972,1
2751,51,23,242,77,1932,1
3209,74,20,306,82,3629,3
3146,291,10,30,-6,3477,3
3183,99,5,90,4,2982,2
2917,301,10,30,1,1318,3
2786,53,29,335,107,2001,1
3195,230,7,466,75,3032,2
2797,55,28,350,118,1989,1
2753,60,25,242,74,1879,1
2784,55,25,309,105,1922,1
3088,124,17,182,39,800,3
2745,58,24,212,78,1800,1
2724,60,21,153,52,1745,1
2702,75,18,95,30,1691,1
3178,263,9,272,58,2941,2
3131,169,5,162,-5,1478,3
2801,60,27,335,122,1900,1
2763,56,23,247,96,1816,1
2740,59,23,190,68,1761,1
2987,352,13,228,14,268,3
2946,18,16,42,10,1236,3
2770,52,23,256,105,1805,1
2736,62,24,175,64,1722,1
2803,57,32,323,136,1851,1
2743,62,26,180,71,1710,1
2729,69,30,150,54,1682,1
2711,69,25,120,36,1655,1
2703,60,16,90,35,1627,1
3173,90,11,270,2,2251,3
3148,146,5,150,12,1981,3
3081,154,11,212,25,872,3
2891,48,17,268,-36,2155,2
2830,51,29,360,163,1869,1
2799,52,29,300,127,1812,1
2763,59,28,210,91,1728,1
2716,69,27,120,48,1643,1
3122,158,8,67,2,1560,3
2771,60,29,210,96,1717,1
3140,255,14,162,23,2794,2
3140,135,5,67,4,1920,3
2963,32,9,0,0,1350,2
3202,48,22,153,32,3263,3
3146,130,4,134,5,2100,3
2843,70,26,335,171,1813,1
2812,63,25,277,137,1756,1
2738,63,33,134,64,1613,1
3037,48,19,430,-8,190,3
2990,284,12,180,46,1172,3
2865,85,15,400,193,1863,1
2809,62,24,256,141,1718,1
2720,57,23,95,37,1546,1
2958,55,4,247,-1,2012,2
2774,58,30,190,96,1624,1
2938,62,5,162,10,2313,2
2771,56,30,175,88,1587,1
2755,62,34,150,76,1558,1
2788,61,26,180,105,1572,1
2750,70,36,120,83,1513,1
2732,71,33,90,61,1484,1
2737,70,34,95,61,1477,1
3212,71,14,402,97,2642,2
3106,83,6,180,-8,1519,3
3067,320,4,212,11,591,3
2960,59,4,90,0,2084,2
2890,68,17,331,-37,1884,2
2818,65,19,247,135,1618,1
2767,73,36,134,91,1500,1
3187,63,7,258,69,2571,2
2813,65,19,228,146,1583,1
2773,74,36,150,92,1495,1
3239,180,3,566,60,2726,3
3192,102,7,319,73,2519,2
3151,266,15,127,16,2460,2
2809,82,22,212,128,1544,1
3211,115,4,362,30,2543,3
3080,0,9,150,3,942,3
3009,131,10,67,8,573,3
2799,82,25,201,126,1507,1
3197,247,5,324,47,2382,3
3181,309,6,67,6,2496,3
3110,81,6,300,6,1587,3
3094,4,4,0,0,1226,3
2791,75,29,180,107,1473,1
3031,253,6,323,59,1127,2
2830,72,15,210,45,1561,2
2778,80,34,150,109,1441,1
3245,45,3,564,66,2650,3
2930,79,7,90,1,2280,2
3046,144,13,210,2,573,2
2850,113,14,108,13,1651,2
2769,79,31,60,-15,1411,1
3193,97,10,319,19,2358,3
3036,149,11,150,-7,601,2
2957,123,10,150,-8,2135,2
2756,70,31,30,-19,1383,1
3252,49,5,589,8,2554,3
3229,61,2,454,19,2324,3
2993,286,14,30,10,895,3
3173,57,7,457,78,2110,3
3188,67,8,170,6,2118,3
3178,49,5,474,83,2132,3
3175,48,6,446,80,2103,3
3105,140,8,30,3,1641,3
2762,61,30,60,-13,1362,1
3219,324,6,366,38,2184,2
3219,352,8,319,38,2206,3
2737,52,29,90,52,1277,1
3206,261,5,446,35,2098,2
3164,88,19,361,102,849,2
2933,58,4,0,0,2353,3
2790,60,23,108,-8,1401,1
3199,108,3,342,16,2363,3
2815,55,18,120,-14,1465,1
3218,61,12,313,35,2187,3
3207,72,3,301,24,2244,3
3081,184,11,175,23,618,2
3042,56,10,42,-2,408,3
2821,58,18,150,-15,1471,1
2776,73,25,175,95,1354,1
2765,75,21,150,77,1324,1
3216,58,9,335,33,2174,3
3049,293,5,306,62,1025,3
2806,66,21,190,-23,1419,1
3185,32,3,0,0,1919,3
3018,106,9,150,3,558,3
2821,58,21,212,-19,1455,1
2800,64,26,218,112,1397,1
3025,307,9,90,14,350,3
2762,62,27,150,76,1319,1
2734,68,30,108,43,1262,1
3047,78,15,170,0,277,3
3040,277,10,218,48,882,3
2953,60,7,134,-8,2147,2
2826,46,27,258,145,1423,1
2736,49,26,108,49,1254,1
2737,44,22,108,41,1237,1
3196,336,9,67,7,1766,3
3062,329,1,0,0,485,2
2927,51,16,258,34,1900,2
2914,29,8,335,37,1708,2
2806,76,39,234,119,1371,1
3019,312,6,0,0,524,3
2811,80,35,255,115,1383,1
3199,268,6,216,13,1736,2
2841,82,18,319,154,1450,1
2800,67,28,242,109,1369,1
2768,57,22,170,75,1288,1
2747,52,21,124,60,1235,1
3204,101,1,60,2,1698,3
3091,90,13,192,31,1201,2
2763,56,22,162,76,1276,1
3170,284,4,175,8,1170,3
2847,64,23,350,151,1476,1
2826,71,25,300,135,1422,1
2812,71,25,277,130,1396,1
2756,48,23,120,98,1240,1
3024,331,6,30,3,300,3
2940,3,16,443,47,1872,2
2771,34,20,153,113,1282,1
3037,10,4,60,8,1680,3
2974,6,10,216,49,2192,3
2785,35,17,190,127,1323,1
2823,72,26,313,136,1441,1
2811,67,21,285,124,1415,1
2792,26,14,201,134,1340,1
3213,97,4,120,18,1637,3
3097,92,15,210,33,459,2
3080,343,14,268,57,755,3
2799,27,11,212,151,1357,1
3227,328,3,247,6,1800,3
2837,53,27,335,185,1473,1
2802,47,10,218,149,1374,1
2799,66,9,190,140,1350,1
3242,315,17,153,47,1448,2
3213,39,6,319,-7,1820,3
3095,138,13,268,47,503,2
2773,80,48,124,112,1298,1
3038,90,9,108,3,234,3
3040,310,12,108,18,300,3
2847,50,27,323,199,1482,2
2809,67,18,242,150,1410,1
2779,78,47,134,118,1318,1
3215,28,23,175,35,1366,2
3221,219,3,256,25,1622,3
2786,76,46,150,132,1338,1
3255,285,16,190,60,1361,2
3076,34,10,134,-6,1430,3
2806,31,18,216,145,1403,1
2743,76,49,134,81,1337,1
2728,62,29,108,72,1315,1
3043,324,14,108,35,2028,3
2842,62,28,309,187,1490,1
2803,74,46,175,141,1379,1
3241,31,23,228,52,1289,2
3217,244,6,218,-3,1566,3
2899,35,18,430,240,1602,2
2760,75,49,170,95,1379,1
3290,24,16,182,20,1940,3
2856,53,28,335,195,1530,1
3305,205,7,430,110,1206,2
3213,235,8,210,-7,1518,3
3074,331,12,162,11,469,3
3084,88,12,242,-1,1513,3
2914,30,14,390,-30,1640,2
2828,72,45,228,163,1443,1
2710,66,32,90,53,1345,1
3276,354,10,42,6,1719,3
3077,76,9,90,18,1754,3
2847,35,22,255,68,1486,1
2789,74,49,201,35,1445,1
2857,63,24,228,78,1507,1
2743,61,33,108,24,1410,1
3331,358,15,361,61,2014,3
3072,329,17,60,13,1914,3
2824,93,45,190,45,1510,1
2753,57,32,95,34,1434,1
2722,53,32,42,3,1398,1
3062,101,4,60,2,722,3
3044,2,7,30,3,484,3
2827,84,46,162,26,1533,1
2810,76,29,150,31,1513,1
2764,55,31,85,10,1458,1
3047,85,15,573,58,2483,2
2878,82,44,150,48,1575,1
2827,84,46,134,-2,1556,1
3260,256,8,306,34,1471,3
2830,79,46,108,0,1579,1
2820,60,25,95,-9,1560,1
2740,54,29,0,0,1456,1
